id,test_day,subage,age,gender,task,item,trial,correct,z_age,z_trial,study
study2_VP3,1,3,3.698836413415469,m,simple_inf,bear_ab,1,1,-0.2630666841423097,-4.341243862520458,study2
study2_VP3,1,3,3.698836413415469,m,simple_inf,robot_ab,2,1,-0.2630666841423097,-3.341243862520458,study2
study2_VP3,1,3,3.698836413415469,m,simple_inf,rocket_a,3,0,-0.2630666841423097,-2.341243862520458,study2
study2_VP3,1,3,3.698836413415469,m,simple_inf,truck_ab,4,1,-0.2630666841423097,-1.341243862520458,study2
study2_VP3,1,3,3.698836413415469,m,simple_inf,dino_a,5,1,-0.2630666841423097,-0.34124386252045813,study2
study2_VP4,1,3,3.8302532511978096,m,mutual_exclusivity,carrot,1,1,-0.13164984635996912,-4.341243862520458,study2
study2_VP4,1,3,3.8302532511978096,m,mutual_exclusivity,garlic,2,1,-0.13164984635996912,-3.341243862520458,study2
study2_VP4,1,3,3.8302532511978096,m,mutual_exclusivity,eggplant,3,1,-0.13164984635996912,-2.341243862520458,study2
study2_VP4,1,3,3.8302532511978096,m,mutual_exclusivity,duck,4,1,-0.13164984635996912,-1.341243862520458,study2
study2_VP4,1,3,3.8302532511978096,m,mutual_exclusivity,horseshoe,5,0,-0.13164984635996912,-0.34124386252045813,study2
study2_VP4,1,3,3.8302532511978096,m,simple_inf,bear_ab,1,1,-0.13164984635996912,-4.341243862520458,study2
study2_VP4,1,3,3.8302532511978096,m,simple_inf,robot_ab,2,1,-0.13164984635996912,-3.341243862520458,study2
study2_VP4,1,3,3.8302532511978096,m,simple_inf,rocket_a,3,1,-0.13164984635996912,-2.341243862520458,study2
study2_VP4,1,3,3.8302532511978096,m,simple_inf,truck_ab,4,1,-0.13164984635996912,-1.341243862520458,study2
study2_VP4,1,3,3.8302532511978096,m,simple_inf,dino_a,5,0,-0.13164984635996912,-0.34124386252045813,study2
study2_VP5,1,4,4.095824777549623,m,mutual_exclusivity,carrot,1,1,0.13392167999184457,-4.341243862520458,study2
study2_VP5,1,4,4.095824777549623,m,mutual_exclusivity,garlic,2,1,0.13392167999184457,-3.341243862520458,study2
study2_VP5,1,4,4.095824777549623,m,mutual_exclusivity,eggplant,3,1,0.13392167999184457,-2.341243862520458,study2
study2_VP5,1,4,4.095824777549623,m,mutual_exclusivity,duck,4,1,0.13392167999184457,-1.341243862520458,study2
study2_VP5,1,4,4.095824777549623,m,mutual_exclusivity,horseshoe,5,0,0.13392167999184457,-0.34124386252045813,study2
study2_VP5,1,4,4.095824777549623,m,simple_inf,bear_ab,1,1,0.13392167999184457,-4.341243862520458,study2
study2_VP5,1,4,4.095824777549623,m,simple_inf,robot_ab,2,0,0.13392167999184457,-3.341243862520458,study2
study2_VP5,1,4,4.095824777549623,m,simple_inf,rocket_a,3,1,0.13392167999184457,-2.341243862520458,study2
study2_VP5,1,4,4.095824777549623,m,simple_inf,truck_ab,4,1,0.13392167999184457,-1.341243862520458,study2
study2_VP5,1,4,4.095824777549623,m,simple_inf,dino_a,5,0,0.13392167999184457,-0.34124386252045813,study2
study2_VP6,1,3,3.57015742642026,f,mutual_exclusivity,carrot,1,1,-0.3917456711375187,-4.341243862520458,study2
study2_VP6,1,3,3.57015742642026,f,mutual_exclusivity,garlic,2,1,-0.3917456711375187,-3.341243862520458,study2
study2_VP6,1,3,3.57015742642026,f,mutual_exclusivity,eggplant,3,1,-0.3917456711375187,-2.341243862520458,study2
study2_VP6,1,3,3.57015742642026,f,mutual_exclusivity,duck,4,1,-0.3917456711375187,-1.341243862520458,study2
study2_VP6,1,3,3.57015742642026,f,mutual_exclusivity,horseshoe,5,0,-0.3917456711375187,-0.34124386252045813,study2
study2_VP6,1,3,3.57015742642026,f,simple_inf,bear_ab,1,1,-0.3917456711375187,-4.341243862520458,study2
study2_VP6,1,3,3.57015742642026,f,simple_inf,robot_ab,2,0,-0.3917456711375187,-3.341243862520458,study2
study2_VP6,1,3,3.57015742642026,f,simple_inf,rocket_a,3,0,-0.3917456711375187,-2.341243862520458,study2
study2_VP6,1,3,3.57015742642026,f,simple_inf,truck_ab,4,1,-0.3917456711375187,-1.341243862520458,study2
study2_VP6,1,3,3.57015742642026,f,simple_inf,dino_a,5,0,-0.3917456711375187,-0.34124386252045813,study2
study2_VP7,1,4,4.361396303901437,f,mutual_exclusivity,carrot,1,1,0.3994932063436587,-4.341243862520458,study2
study2_VP7,1,4,4.361396303901437,f,mutual_exclusivity,garlic,2,0,0.3994932063436587,-3.341243862520458,study2
study2_VP7,1,4,4.361396303901437,f,mutual_exclusivity,eggplant,3,1,0.3994932063436587,-2.341243862520458,study2
study2_VP7,1,4,4.361396303901437,f,mutual_exclusivity,duck,4,1,0.3994932063436587,-1.341243862520458,study2
study2_VP7,1,4,4.361396303901437,f,mutual_exclusivity,horseshoe,5,0,0.3994932063436587,-0.34124386252045813,study2
study2_VP7,1,4,4.361396303901437,f,simple_inf,bear_ab,1,1,0.3994932063436587,-4.341243862520458,study2
study2_VP7,1,4,4.361396303901437,f,simple_inf,robot_ab,2,1,0.3994932063436587,-3.341243862520458,study2
study2_VP7,1,4,4.361396303901437,f,simple_inf,rocket_a,3,1,0.3994932063436587,-2.341243862520458,study2
study2_VP7,1,4,4.361396303901437,f,simple_inf,truck_ab,4,1,0.3994932063436587,-1.341243862520458,study2
study2_VP7,1,4,4.361396303901437,f,simple_inf,dino_a,5,0,0.3994932063436587,-0.34124386252045813,study2
study2_VP6,2,3,3.57015742642026,f,mutual_exclusivity,carrot,6,1,-0.3917456711375187,0.6587561374795419,study2
study2_VP6,2,3,3.57015742642026,f,mutual_exclusivity,garlic,7,1,-0.3917456711375187,1.658756137479542,study2
study2_VP6,2,3,3.57015742642026,f,mutual_exclusivity,eggplant,8,1,-0.3917456711375187,2.658756137479542,study2
study2_VP6,2,3,3.57015742642026,f,mutual_exclusivity,duck,9,1,-0.3917456711375187,3.658756137479542,study2
study2_VP6,2,3,3.57015742642026,f,mutual_exclusivity,horseshoe,10,1,-0.3917456711375187,4.658756137479542,study2
study2_VP6,2,3,3.57015742642026,f,simple_inf,bear_ab,6,1,-0.3917456711375187,0.6587561374795419,study2
study2_VP6,2,3,3.57015742642026,f,simple_inf,robot_ab,7,1,-0.3917456711375187,1.658756137479542,study2
study2_VP6,2,3,3.57015742642026,f,simple_inf,rocket_a,8,1,-0.3917456711375187,2.658756137479542,study2
study2_VP6,2,3,3.57015742642026,f,simple_inf,truck_ab,9,1,-0.3917456711375187,3.658756137479542,study2
study2_VP6,2,3,3.57015742642026,f,simple_inf,dino_a,10,0,-0.3917456711375187,4.658756137479542,study2
study2_VP7,2,4,4.361396303901437,f,mutual_exclusivity,carrot,6,1,0.3994932063436587,0.6587561374795419,study2
study2_VP7,2,4,4.361396303901437,f,mutual_exclusivity,garlic,7,1,0.3994932063436587,1.658756137479542,study2
study2_VP7,2,4,4.361396303901437,f,mutual_exclusivity,eggplant,8,1,0.3994932063436587,2.658756137479542,study2
study2_VP7,2,4,4.361396303901437,f,mutual_exclusivity,duck,9,1,0.3994932063436587,3.658756137479542,study2
study2_VP7,2,4,4.361396303901437,f,mutual_exclusivity,horseshoe,10,0,0.3994932063436587,4.658756137479542,study2
study2_VP7,2,4,4.361396303901437,f,simple_inf,bear_ab,6,1,0.3994932063436587,0.6587561374795419,study2
study2_VP7,2,4,4.361396303901437,f,simple_inf,robot_ab,7,1,0.3994932063436587,1.658756137479542,study2
study2_VP7,2,4,4.361396303901437,f,simple_inf,rocket_a,8,1,0.3994932063436587,2.658756137479542,study2
study2_VP7,2,4,4.361396303901437,f,simple_inf,truck_ab,9,1,0.3994932063436587,3.658756137479542,study2
study2_VP7,2,4,4.361396303901437,f,simple_inf,dino_a,10,0,0.3994932063436587,4.658756137479542,study2
study2_VP8,1,4,4.725530458590007,m,mutual_exclusivity,carrot,1,1,0.7636273610322282,-4.341243862520458,study2
study2_VP8,1,4,4.725530458590007,m,mutual_exclusivity,garlic,2,1,0.7636273610322282,-3.341243862520458,study2
study2_VP8,1,4,4.725530458590007,m,mutual_exclusivity,eggplant,3,1,0.7636273610322282,-2.341243862520458,study2
study2_VP8,1,4,4.725530458590007,m,mutual_exclusivity,duck,4,1,0.7636273610322282,-1.341243862520458,study2
study2_VP8,1,4,4.725530458590007,m,mutual_exclusivity,horseshoe,5,1,0.7636273610322282,-0.34124386252045813,study2
study2_VP8,1,4,4.725530458590007,m,simple_inf,bear_ab,1,1,0.7636273610322282,-4.341243862520458,study2
study2_VP8,1,4,4.725530458590007,m,simple_inf,robot_ab,2,1,0.7636273610322282,-3.341243862520458,study2
study2_VP8,1,4,4.725530458590007,m,simple_inf,rocket_a,3,1,0.7636273610322282,-2.341243862520458,study2
study2_VP8,1,4,4.725530458590007,m,simple_inf,truck_ab,4,1,0.7636273610322282,-1.341243862520458,study2
study2_VP8,1,4,4.725530458590007,m,simple_inf,dino_a,5,0,0.7636273610322282,-0.34124386252045813,study2
study2_VP9,1,3,3.7234770704996576,f,mutual_exclusivity,carrot,1,1,-0.2384260270581211,-4.341243862520458,study2
study2_VP9,1,3,3.7234770704996576,f,mutual_exclusivity,garlic,2,1,-0.2384260270581211,-3.341243862520458,study2
study2_VP9,1,3,3.7234770704996576,f,mutual_exclusivity,eggplant,3,1,-0.2384260270581211,-2.341243862520458,study2
study2_VP9,1,3,3.7234770704996576,f,mutual_exclusivity,duck,4,1,-0.2384260270581211,-1.341243862520458,study2
study2_VP9,1,3,3.7234770704996576,f,mutual_exclusivity,horseshoe,5,1,-0.2384260270581211,-0.34124386252045813,study2
study2_VP9,1,3,3.7234770704996576,f,simple_inf,bear_ab,1,1,-0.2384260270581211,-4.341243862520458,study2
study2_VP9,1,3,3.7234770704996576,f,simple_inf,robot_ab,2,1,-0.2384260270581211,-3.341243862520458,study2
study2_VP9,1,3,3.7234770704996576,f,simple_inf,rocket_a,3,1,-0.2384260270581211,-2.341243862520458,study2
study2_VP9,1,3,3.7234770704996576,f,simple_inf,truck_ab,4,1,-0.2384260270581211,-1.341243862520458,study2
study2_VP9,1,3,3.7234770704996576,f,simple_inf,dino_a,5,1,-0.2384260270581211,-0.34124386252045813,study2
study2_VP10,1,4,4.777549623545517,m,mutual_exclusivity,carrot,1,1,0.8156465259877383,-4.341243862520458,study2
study2_VP10,1,4,4.777549623545517,m,mutual_exclusivity,garlic,2,1,0.8156465259877383,-3.341243862520458,study2
study2_VP10,1,4,4.777549623545517,m,mutual_exclusivity,eggplant,3,1,0.8156465259877383,-2.341243862520458,study2
study2_VP10,1,4,4.777549623545517,m,mutual_exclusivity,duck,4,1,0.8156465259877383,-1.341243862520458,study2
study2_VP10,1,4,4.777549623545517,m,mutual_exclusivity,horseshoe,5,1,0.8156465259877383,-0.34124386252045813,study2
study2_VP10,1,4,4.777549623545517,m,simple_inf,bear_ab,1,1,0.8156465259877383,-4.341243862520458,study2
study2_VP10,1,4,4.777549623545517,m,simple_inf,robot_ab,2,1,0.8156465259877383,-3.341243862520458,study2
study2_VP10,1,4,4.777549623545517,m,simple_inf,rocket_a,3,0,0.8156465259877383,-2.341243862520458,study2
study2_VP10,1,4,4.777549623545517,m,simple_inf,truck_ab,4,1,0.8156465259877383,-1.341243862520458,study2
study2_VP10,1,4,4.777549623545517,m,simple_inf,dino_a,5,1,0.8156465259877383,-0.34124386252045813,study2
study2_VP11,1,4,4.7091033538672145,f,mutual_exclusivity,carrot,1,1,0.7472002563094358,-4.341243862520458,study2
study2_VP11,1,4,4.7091033538672145,f,mutual_exclusivity,garlic,2,1,0.7472002563094358,-3.341243862520458,study2
study2_VP11,1,4,4.7091033538672145,f,mutual_exclusivity,eggplant,3,1,0.7472002563094358,-2.341243862520458,study2
study2_VP11,1,4,4.7091033538672145,f,mutual_exclusivity,duck,4,1,0.7472002563094358,-1.341243862520458,study2
study2_VP11,1,4,4.7091033538672145,f,mutual_exclusivity,horseshoe,5,1,0.7472002563094358,-0.34124386252045813,study2
study2_VP11,1,4,4.7091033538672145,f,simple_inf,bear_ab,1,0,0.7472002563094358,-4.341243862520458,study2
study2_VP11,1,4,4.7091033538672145,f,simple_inf,robot_ab,2,1,0.7472002563094358,-3.341243862520458,study2
study2_VP11,1,4,4.7091033538672145,f,simple_inf,rocket_a,3,1,0.7472002563094358,-2.341243862520458,study2
study2_VP11,1,4,4.7091033538672145,f,simple_inf,truck_ab,4,1,0.7472002563094358,-1.341243862520458,study2
study2_VP11,1,4,4.7091033538672145,f,simple_inf,dino_a,5,1,0.7472002563094358,-0.34124386252045813,study2
study2_VP12,1,4,4.0657084188911705,m,mutual_exclusivity,carrot,1,1,0.10380532133339182,-4.341243862520458,study2
study2_VP12,1,4,4.0657084188911705,m,mutual_exclusivity,garlic,2,1,0.10380532133339182,-3.341243862520458,study2
study2_VP12,1,4,4.0657084188911705,m,mutual_exclusivity,eggplant,3,0,0.10380532133339182,-2.341243862520458,study2
study2_VP12,1,4,4.0657084188911705,m,mutual_exclusivity,duck,4,1,0.10380532133339182,-1.341243862520458,study2
study2_VP12,1,4,4.0657084188911705,m,mutual_exclusivity,horseshoe,5,0,0.10380532133339182,-0.34124386252045813,study2
study2_VP12,1,4,4.0657084188911705,m,simple_inf,bear_ab,1,1,0.10380532133339182,-4.341243862520458,study2
study2_VP12,1,4,4.0657084188911705,m,simple_inf,robot_ab,2,0,0.10380532133339182,-3.341243862520458,study2
study2_VP12,1,4,4.0657084188911705,m,simple_inf,rocket_a,3,0,0.10380532133339182,-2.341243862520458,study2
study2_VP12,1,4,4.0657084188911705,m,simple_inf,truck_ab,4,1,0.10380532133339182,-1.341243862520458,study2
study2_VP12,1,4,4.0657084188911705,m,simple_inf,dino_a,5,0,0.10380532133339182,-0.34124386252045813,study2
study2_VP13,1,3,3.592060232717317,m,mutual_exclusivity,carrot,1,1,-0.3698428648404617,-4.341243862520458,study2
study2_VP13,1,3,3.592060232717317,m,mutual_exclusivity,garlic,2,0,-0.3698428648404617,-3.341243862520458,study2
study2_VP13,1,3,3.592060232717317,m,mutual_exclusivity,eggplant,3,1,-0.3698428648404617,-2.341243862520458,study2
study2_VP13,1,3,3.592060232717317,m,mutual_exclusivity,duck,4,1,-0.3698428648404617,-1.341243862520458,study2
study2_VP13,1,3,3.592060232717317,m,mutual_exclusivity,horseshoe,5,0,-0.3698428648404617,-0.34124386252045813,study2
study2_VP13,1,3,3.592060232717317,m,simple_inf,bear_ab,1,1,-0.3698428648404617,-4.341243862520458,study2
study2_VP13,1,3,3.592060232717317,m,simple_inf,robot_ab,2,0,-0.3698428648404617,-3.341243862520458,study2
study2_VP13,1,3,3.592060232717317,m,simple_inf,rocket_a,3,0,-0.3698428648404617,-2.341243862520458,study2
study2_VP13,1,3,3.592060232717317,m,simple_inf,truck_ab,4,1,-0.3698428648404617,-1.341243862520458,study2
study2_VP13,1,3,3.592060232717317,m,simple_inf,dino_a,5,0,-0.3698428648404617,-0.34124386252045813,study2
study2_VP14,1,3,3.154004106776181,f,mutual_exclusivity,carrot,1,1,-0.8078989907815979,-4.341243862520458,study2
study2_VP14,1,3,3.154004106776181,f,mutual_exclusivity,garlic,2,1,-0.8078989907815979,-3.341243862520458,study2
study2_VP14,1,3,3.154004106776181,f,mutual_exclusivity,eggplant,3,1,-0.8078989907815979,-2.341243862520458,study2
study2_VP14,1,3,3.154004106776181,f,mutual_exclusivity,duck,4,1,-0.8078989907815979,-1.341243862520458,study2
study2_VP14,1,3,3.154004106776181,f,mutual_exclusivity,horseshoe,5,0,-0.8078989907815979,-0.34124386252045813,study2
study2_VP14,1,3,3.154004106776181,f,simple_inf,bear_ab,1,0,-0.8078989907815979,-4.341243862520458,study2
study2_VP14,1,3,3.154004106776181,f,simple_inf,robot_ab,2,1,-0.8078989907815979,-3.341243862520458,study2
study2_VP14,1,3,3.154004106776181,f,simple_inf,rocket_a,3,0,-0.8078989907815979,-2.341243862520458,study2
study2_VP14,1,3,3.154004106776181,f,simple_inf,truck_ab,4,0,-0.8078989907815979,-1.341243862520458,study2
study2_VP14,1,3,3.154004106776181,f,simple_inf,dino_a,5,1,-0.8078989907815979,-0.34124386252045813,study2
study2_VP15,1,4,4.815879534565366,f,mutual_exclusivity,carrot,1,1,0.8539764370075873,-4.341243862520458,study2
study2_VP15,1,4,4.815879534565366,f,mutual_exclusivity,garlic,2,1,0.8539764370075873,-3.341243862520458,study2
study2_VP15,1,4,4.815879534565366,f,mutual_exclusivity,eggplant,3,1,0.8539764370075873,-2.341243862520458,study2
study2_VP15,1,4,4.815879534565366,f,mutual_exclusivity,duck,4,1,0.8539764370075873,-1.341243862520458,study2
study2_VP15,1,4,4.815879534565366,f,mutual_exclusivity,horseshoe,5,1,0.8539764370075873,-0.34124386252045813,study2
study2_VP15,1,4,4.815879534565366,f,simple_inf,bear_ab,1,1,0.8539764370075873,-4.341243862520458,study2
study2_VP15,1,4,4.815879534565366,f,simple_inf,robot_ab,2,1,0.8539764370075873,-3.341243862520458,study2
study2_VP15,1,4,4.815879534565366,f,simple_inf,rocket_a,3,1,0.8539764370075873,-2.341243862520458,study2
study2_VP15,1,4,4.815879534565366,f,simple_inf,truck_ab,4,1,0.8539764370075873,-1.341243862520458,study2
study2_VP15,1,4,4.815879534565366,f,simple_inf,dino_a,5,0,0.8539764370075873,-0.34124386252045813,study2
study2_VP16,1,4,4.186173853524983,f,mutual_exclusivity,carrot,1,1,0.22427075596720455,-4.341243862520458,study2
study2_VP16,1,4,4.186173853524983,f,mutual_exclusivity,garlic,2,1,0.22427075596720455,-3.341243862520458,study2
study2_VP16,1,4,4.186173853524983,f,mutual_exclusivity,eggplant,3,1,0.22427075596720455,-2.341243862520458,study2
study2_VP16,1,4,4.186173853524983,f,mutual_exclusivity,duck,4,1,0.22427075596720455,-1.341243862520458,study2
study2_VP16,1,4,4.186173853524983,f,mutual_exclusivity,horseshoe,5,1,0.22427075596720455,-0.34124386252045813,study2
study2_VP16,1,4,4.186173853524983,f,simple_inf,bear_ab,1,0,0.22427075596720455,-4.341243862520458,study2
study2_VP16,1,4,4.186173853524983,f,simple_inf,robot_ab,2,1,0.22427075596720455,-3.341243862520458,study2
study2_VP16,1,4,4.186173853524983,f,simple_inf,rocket_a,3,1,0.22427075596720455,-2.341243862520458,study2
study2_VP16,1,4,4.186173853524983,f,simple_inf,truck_ab,4,1,0.22427075596720455,-1.341243862520458,study2
study2_VP16,1,4,4.186173853524983,f,simple_inf,dino_a,5,0,0.22427075596720455,-0.34124386252045813,study2
study2_VP17,1,3,3.4223134839151266,m,mutual_exclusivity,carrot,1,1,-0.5395896136426521,-4.341243862520458,study2
study2_VP17,1,3,3.4223134839151266,m,mutual_exclusivity,garlic,2,1,-0.5395896136426521,-3.341243862520458,study2
study2_VP17,1,3,3.4223134839151266,m,mutual_exclusivity,eggplant,3,1,-0.5395896136426521,-2.341243862520458,study2
study2_VP17,1,3,3.4223134839151266,m,mutual_exclusivity,duck,4,1,-0.5395896136426521,-1.341243862520458,study2
study2_VP17,1,3,3.4223134839151266,m,mutual_exclusivity,horseshoe,5,1,-0.5395896136426521,-0.34124386252045813,study2
study2_VP17,1,3,3.4223134839151266,m,simple_inf,bear_ab,1,1,-0.5395896136426521,-4.341243862520458,study2
study2_VP17,1,3,3.4223134839151266,m,simple_inf,robot_ab,2,1,-0.5395896136426521,-3.341243862520458,study2
study2_VP17,1,3,3.4223134839151266,m,simple_inf,rocket_a,3,0,-0.5395896136426521,-2.341243862520458,study2
study2_VP17,1,3,3.4223134839151266,m,simple_inf,truck_ab,4,0,-0.5395896136426521,-1.341243862520458,study2
study2_VP17,1,3,3.4223134839151266,m,simple_inf,dino_a,5,1,-0.5395896136426521,-0.34124386252045813,study2
study2_VP18,1,3,3.2334017796030117,m,mutual_exclusivity,carrot,1,1,-0.728501317954767,-4.341243862520458,study2
study2_VP18,1,3,3.2334017796030117,m,mutual_exclusivity,garlic,2,1,-0.728501317954767,-3.341243862520458,study2
study2_VP18,1,3,3.2334017796030117,m,mutual_exclusivity,eggplant,3,0,-0.728501317954767,-2.341243862520458,study2
study2_VP18,1,3,3.2334017796030117,m,mutual_exclusivity,duck,4,1,-0.728501317954767,-1.341243862520458,study2
study2_VP18,1,3,3.2334017796030117,m,mutual_exclusivity,horseshoe,5,1,-0.728501317954767,-0.34124386252045813,study2
study2_VP18,1,3,3.2334017796030117,m,simple_inf,bear_ab,1,0,-0.728501317954767,-4.341243862520458,study2
study2_VP18,1,3,3.2334017796030117,m,simple_inf,robot_ab,2,0,-0.728501317954767,-3.341243862520458,study2
study2_VP18,1,3,3.2334017796030117,m,simple_inf,rocket_a,3,1,-0.728501317954767,-2.341243862520458,study2
study2_VP18,1,3,3.2334017796030117,m,simple_inf,truck_ab,4,0,-0.728501317954767,-1.341243862520458,study2
study2_VP18,1,3,3.2334017796030117,m,simple_inf,dino_a,5,1,-0.728501317954767,-0.34124386252045813,study2
study2_VP4,2,3,3.8302532511978096,m,mutual_exclusivity,carrot,6,1,-0.13164984635996912,0.6587561374795419,study2
study2_VP4,2,3,3.8302532511978096,m,mutual_exclusivity,garlic,7,1,-0.13164984635996912,1.658756137479542,study2
study2_VP4,2,3,3.8302532511978096,m,mutual_exclusivity,eggplant,8,1,-0.13164984635996912,2.658756137479542,study2
study2_VP4,2,3,3.8302532511978096,m,mutual_exclusivity,duck,9,1,-0.13164984635996912,3.658756137479542,study2
study2_VP4,2,3,3.8302532511978096,m,mutual_exclusivity,horseshoe,10,0,-0.13164984635996912,4.658756137479542,study2
study2_VP4,2,3,3.8302532511978096,m,simple_inf,bear_ab,6,1,-0.13164984635996912,0.6587561374795419,study2
study2_VP4,2,3,3.8302532511978096,m,simple_inf,robot_ab,7,1,-0.13164984635996912,1.658756137479542,study2
study2_VP4,2,3,3.8302532511978096,m,simple_inf,rocket_a,8,1,-0.13164984635996912,2.658756137479542,study2
study2_VP4,2,3,3.8302532511978096,m,simple_inf,truck_ab,9,1,-0.13164984635996912,3.658756137479542,study2
study2_VP4,2,3,3.8302532511978096,m,simple_inf,dino_a,10,0,-0.13164984635996912,4.658756137479542,study2
study2_VP3,2,3,3.698836413415469,m,mutual_exclusivity,carrot,6,1,-0.2630666841423097,0.6587561374795419,study2
study2_VP3,2,3,3.698836413415469,m,mutual_exclusivity,garlic,7,1,-0.2630666841423097,1.658756137479542,study2
study2_VP3,2,3,3.698836413415469,m,mutual_exclusivity,eggplant,8,0,-0.2630666841423097,2.658756137479542,study2
study2_VP3,2,3,3.698836413415469,m,mutual_exclusivity,duck,9,1,-0.2630666841423097,3.658756137479542,study2
study2_VP3,2,3,3.698836413415469,m,mutual_exclusivity,horseshoe,10,1,-0.2630666841423097,4.658756137479542,study2
study2_VP3,2,3,3.698836413415469,m,simple_inf,bear_ab,6,1,-0.2630666841423097,0.6587561374795419,study2
study2_VP3,2,3,3.698836413415469,m,simple_inf,robot_ab,7,0,-0.2630666841423097,1.658756137479542,study2
study2_VP3,2,3,3.698836413415469,m,simple_inf,rocket_a,8,0,-0.2630666841423097,2.658756137479542,study2
study2_VP3,2,3,3.698836413415469,m,simple_inf,truck_ab,9,1,-0.2630666841423097,3.658756137479542,study2
study2_VP3,2,3,3.698836413415469,m,simple_inf,dino_a,10,1,-0.2630666841423097,4.658756137479542,study2
study2_VP2,2,4,4.435318275154004,m,mutual_exclusivity,carrot,6,1,0.4734151775962254,0.6587561374795419,study2
study2_VP2,2,4,4.435318275154004,m,mutual_exclusivity,garlic,7,1,0.4734151775962254,1.658756137479542,study2
study2_VP2,2,4,4.435318275154004,m,mutual_exclusivity,eggplant,8,1,0.4734151775962254,2.658756137479542,study2
study2_VP2,2,4,4.435318275154004,m,mutual_exclusivity,duck,9,1,0.4734151775962254,3.658756137479542,study2
study2_VP2,2,4,4.435318275154004,m,mutual_exclusivity,horseshoe,10,1,0.4734151775962254,4.658756137479542,study2
study2_VP2,2,4,4.435318275154004,m,simple_inf,bear_ab,6,1,0.4734151775962254,0.6587561374795419,study2
study2_VP2,2,4,4.435318275154004,m,simple_inf,robot_ab,7,1,0.4734151775962254,1.658756137479542,study2
study2_VP2,2,4,4.435318275154004,m,simple_inf,rocket_a,8,0,0.4734151775962254,2.658756137479542,study2
study2_VP2,2,4,4.435318275154004,m,simple_inf,truck_ab,9,0,0.4734151775962254,3.658756137479542,study2
study2_VP2,2,4,4.435318275154004,m,simple_inf,dino_a,10,1,0.4734151775962254,4.658756137479542,study2
study2_VP19,1,3,3.430527036276523,m,mutual_exclusivity,carrot,1,0,-0.5313760612812559,-4.341243862520458,study2
study2_VP19,1,3,3.430527036276523,m,mutual_exclusivity,garlic,2,1,-0.5313760612812559,-3.341243862520458,study2
